Dealloying-induced-nanoporosity-evolution-of-less-n_2021_Journal-of-Magnesiu,1,0.92682927,0.79526356,1,1,0.76756757,0,1,6,0,9,35,0
Real-time-scheduling-strategy-for-microgrids-considerin_2020_Global-Energy-I,1,0.57692308,0.21193416,1,1,1,0,0,10,0,0,0,27
Pyrolytic-carbon-derived-from-spent-coffee-grounds-as_2018_Carbon-Resources-,1,0.93333333,0.87867837,1,1,0.70658683,0.99509804,3,3,0,33,1,0
PNb9O25-nanofiber-as-a-high-voltage-anode-material-for-a_2020_Journal-of-Mat,0,0.93023256,0.66707317,0.96363636,1,0.57489879,0.99390244,1,5,0,41,3,0
Selecting-a-suitable-battery-technology-for-the-photovo_2019_Journal-of-Powe,1,0.94339623,0.90009337,1,1,0.39325843,0,2,4,0,2,44,0
Utilizing-participatory-mapping-and-PPGIS-to-examine-_2020_Alexandria-Engine,1,0.92682927,0.93070866,0,1,0,0.49561404,6,5,0,0,0,25
Designer-Anion-Enabling-Solid-State-Lithium-Sulfur-Batteries_2019_Joule,1,0.93333333,0,0,1,0,0,1,4,0,0,0,57
Discrete-carbon-nanotubes-promote-resistance-to-corrosion-i_2020_Journal-of-,1,0.93023256,0.63984674,1,1,0.6097561,0,8,0,0,22,1,0
Solid-state-Al-air-battery-with-an-ethanol-gel-el_2021_Green-Energy---Enviro,1,0.92682927,0.88472505,1,0,0,0,0,0,9,0,0,43
Thermal-management-analysis-using-heat-pipe-in-the-high-cu_2020_Journal-of-E,1,0.93023256,0.99914894,1,1,0.51034483,1,9,7,0,4,66,0
High-Energy-Density-Li-O2-Battery-at-Cell-Scale-with-Folded-Cell-S_2019_Joul,0.49382716,0.93333333,0,0,0,0,0,0,0,8,0,0,38
3D-ink-printed--sintered-porous-silicon-scaffolds-for_2021_Journal-of-Power-,1,0.94339623,0.92180712,1,1,0.43555556,0,1,6,0,40,12,0
Understanding-High-Energy-Density-Sn4P3-Anodes-for-Potassium-Ion-B_2018_Joul,0.67368421,0.93333333,0,0,1,0,0.01298701,0,5,0,0,0,29
Solid-coated-Li4Ti5O12--LTO--using-polyaniline--PANI--as-anode-_2020_Energy-,0.2300885,0.93023256,0.9870041,0.992,0,0.74626866,0.99074074,4,2,0,14,24,0
Does-geo-located-social-media-reflect-the-visit-frequency-o_2020_Landscape-a,1,0.94915254,0.99848828,0,1,0.34228188,1,0,5,0,5,65,0
Advanced-electrode-processing-of-lithium-ion-batteries--A-review_2021_Partic,1,0.93617021,0,1,1,0,0.99,0,8,0,0,0,143
Cold-temperature-performance-of-phase-change-material-based-b_2018_Energy-Re,1,0.93023256,0.99916944,1,0,0.72049689,0.99074074,4,2,0,0,0,18
Energy--greenhouse-gas--and-water-life-cycle-analysis-of-lit_2021_Resources-,1,0.94545455,0.99910233,1,1,0.48648649,0,2,6,0,0,0,28
Redox-catalysts-for-aprotic-Li-O2-batteries--Toward-a-_2019_Nano-Materials-S,0.64285714,0.93617021,0.93872447,0.98324022,1,0.66292135,0.99390244,2,5,0,27,102,0
Recent-advances-in-Ni-rich-layered-oxide-particle-materials-fo_2020_Particuo,1,0.93617021,0,1,1,0,0.99,3,4,0,0,0,85
Micropores-regulating-enables-advanced-carbon-sphere-c_2021_Green-Energy---E,1,0.92682927,0.91025641,0.98324022,0,0,0,0,0,7,0,0,41
Assessment-of-forecasting-methods-on-performance-of-photovol_2018_Applied-En,0.12048193,0.94117647,0.99448867,1,1,0.62025316,0.96296296,8,4,0,48,2,0
NiCo2Se4-as-an-anode-material-for-sodium-ion-_2020_Electrochemistry-Communic,0.16666667,0.93877551,0.98250336,1,1,0.68669528,1,1,5,0,13,23,0
Circular-business-models-for-electric-vehicle-lithium-ion_2021_Resources--Co,1,0.94545455,0.9993395,1,1,0.20134228,0,0,3,0,0,2,0
In-vitro-human-lung-cell-injuries-induced-by-urban-PM2-5_2020_Ecotoxicology-,0,0.93877551,0.99937186,1,1,0.65608466,0,0,4,0,0,0,46
Techno-economic-analysis-of-lithium-ion-and-lead-acid-bat_2021_Journal-of-En,1,0.93023256,0.9993932,1,1,0.69436202,0,14,8,0,43,35,0
Theoretical-transmissions-for-X-ray-computed-tomography-stu_2020_Materials--,1,0.93877551,0.95250432,1,1,0.56953642,0.97727273,3,1,0,0,31,0
Moisture-participating-MOF-thermal-battery-for-heat-reallocation-_2021_Nano-,1,0.93877551,0.99873578,1,1,0.81956522,0,1,4,0,0,0,45
Laminar-burning-velocity-of-gases-vented-from-failed_2021_Journal-of-Power-S,1,0.94339623,0.54901961,1,1,0.66165414,0,5,1,0,44,1,0
The-impact-of-long-term-changes-in-air-temperature_2020_Science-of-The-Total,1,0.94545455,0.67517497,1,1,0.47297297,0.95,20,5,0,4,50,0
Economic-assessment-of-photovoltaic-battery-systems-based-on_2018_Applied-En,0.14285714,0.94117647,0.58068872,0.98159509,1,0.63316583,0.96296296,8,3,0,2,83,0
Development-of-an-off-grid-electrical-vehicle-charging-station-hy_2020_Energ,1,0.93023256,0.96429661,1,0,0.80851064,0.99074074,14,6,0,7,44,0
Alkaline-Quinone-Flow-Battery-with-Long-Lifetime-at-pH-12_2018_Joule,1,0.93333333,0,0,0,0,0,0,0,4,0,0,27
Kinetic--versus-Diffusion-Driven-Three-Dimensional-Growth-in-Magnes_2020_Jou,1,0.93333333,0,0,1,0,0,0,4,0,0,0,60
Integrated-supervised-adaptive-control-for-the-more-Electric-A_2020_Automati,1,0.94736842,0.98551924,1,0,0.6741573,1,9,6,0,0,44,0
Sodium-plating-and-stripping-from-Na----alumina-ceramic_2020_Materials-Today,0,0.93877551,0.9316837,1,1,0.81447964,1,0,6,0,33,1,0
Analysis-of-electrochemical-performance-of-lithium-carbon-_2021_Journal-of-M,0,0.93023256,0,0,1,0.625,0,2,5,0,23,1,0
Carbon-binder-free-3D-Si-Cu2O-anode-for-high-_2020_Journal-of-Materials-Rese,0.51764706,0.93023256,0,0.7311828,1,0,0,1,8,0,0,0,37
Emerging-rechargeable-aqueous-aluminum-ion-battery--Stat_2020_Nano-Materials,1,0.93617021,0.99866667,1,1,0.52873563,0.99390244,1,6,0,80,73,0
Thermal-analysis-of-lithium-ion-batter_2019_Engineering-Science-and-Technolo,1,0.93617021,0.95183777,1,1,0.62569832,0.99766355,8,0,0,29,1,0
Making-climate-information-services-accessible-to-communities--W_2020_Urban-,1,0.93617021,0.9940678,1,1,0.58181818,1,6,0,0,2,56,0
Electrochemical-performance-and-storage-mechanism-study-of-conju_2020_Energy,1,0.93023256,0.99923839,1,0,0.60330579,0.99074074,4,4,0,2,74,0
Invest-in-fast-charging-infrastructure-or-in-longer-battery-ra_2019_Applied-,0,0.94117647,0.9991431,1,0.76470588,0.42528736,0.96296296,6,0,0,48,15,0
Life-cycle-climate-change-impacts-of-producing-battery-m_2020_Journal-of-Cle,1,0.94117647,0,1,1,0.53754941,0.97222222,4,6,0,0,83,0
Advanced-Hybrid-Electrolyte-Li-O2-Battery-Realized-by-Dual-Superly_2019_Joul,0.56565657,0.93333333,0,0,0,0,0,0,0,6,0,0,61
Integration-of-energy-flow-modelling-in-life-cycle-assessm_2021_Resources--C,1,0.94545455,0.99925206,1,0.91666667,0.48076923,0,3,3,0,0,0,77
Unravelling-high-temperature-stability-of-lithium-ion-bat_2020_Journal-of-Po,1,0.93877551,0.90156794,1,1,0.62962963,1,4,2,0,36,1,0
Morphology-study-of-zinc-anode-prepared-by-electroplating-method-f_2019_Heli,0.95597484,0.94117647,0.99465241,1,1,0.49802372,0.96060606,3,6,0,14,5,0
Effect-of-polytetrafluoroethylene--PTFE--in-curr_2020_Progress-in-Natural-Sc,1,0.93023256,0.99172794,1,1,0.78453039,0.99731183,3,4,0,0,50,0
Online-estimation-of-battery-equivalent-circuit-model-parameters-an_2018_Ene,1,0.93617021,0.9990942,1,1,0.64317181,0.95299145,13,0,0,41,1,0
Battery-energy-storage-system-modeling--Investigation-o_2019_Journal-of-Ener,1,0.92682927,0.95193798,1,1,0.72173913,0.99444444,9,2,0,32,21,0
What-are-the-underlying-transmission-patterns-of-COVID-19-out_2020_EClinical,0,0.93877551,0.10379363,0.98550725,1,0.63225806,1,1,3,0,36,1,0
First--second-and-potential-third-generation-spreads-of-t_2020_International,1,0.93023256,0,0.99130435,1,0.46105919,0.99691358,1,3,0,1,17,0
Evaluation-of-cobalt-oxides-for-calcium-battery-cathode-_2019_Solid-State-Io,1,0.93023256,0.99734513,0.97142857,1,0.78453039,0.97222222,0,7,0,24,37,0
Recent-progress-in-sulfur-cathodes-for-application-to-lithium_2021_Particuol,1,0.93617021,0,1,1,0,0.99,2,4,0,0,0,116
Particle-swarm-optimised-fuzzy-controller-for-charging-dischargi_2020_Energy,1,0.93023256,0.99907063,1,0,0.80141844,0.99074074,11,2,0,2,47,0
Balancing-wind-power-fluctuation-via-onsite-storage-u_2019_Renewable-and-Sus,1,0.93333333,0.99909937,1,1,0.7238806,0,9,5,0,32,23,0
A-Stable-and-High-Capacity-Redox-Targeting-Based-Electrolyte-for-Aq_2019_Jou,1,0.93333333,0,0,1,0,0,0,6,0,0,0,46
Impact-of-electricity-market-feedback-on-investments-in-solar-p_2021_Renewab,1,0.93617021,0.98490566,1,1,0.53684211,0.99193548,6,3,0,38,2,0
Analysis-of-the-relationship-between-the-amount-and-type-of-MSW-and_2020_Hel,1,0.94117647,0.95003621,1,1,0.59106529,0.96060606,3,4,0,54,5,0
A-semi-empirical--electrochemistry-based-model-for-Li-ion_2019_Journal-of-En,1,0.93023256,0.99871959,1,1,0.29565217,1,6,5,0,33,21,0
Techno-environmental-analysis-of-battery-storag_2020_Renewable-and-Sustainab,1,0.93333333,0.99878788,1,1,0.6,0,14,0,0,35,43,0
Sodium-Sulfur-Batteries-with-a-Polymer-Coated-NASICON-type-Sodium-_2019_Matt,1,0.93023256,0,0,1,0,0,0,5,0,0,0,57
Extremely-Stable-Anthraquinone-Negolytes-Synthesized-from-Common-Pr_2020_Che,1,0.93617021,0,0,1,0,0,0,4,0,0,0,32
Real-world-study-for-the-optimal-charging-of-electric-vehi_2020_Energy-Repor,1,0.93023256,0.99915541,1,0,0.78787879,0.99074074,4,7,0,1,66,0
The-evolving-energy-and-capacity-values-of-utility-scale_2021_Advances-in-Ap,1,0.93877551,0.96032629,1,1,0.6056338,0.95,13,1,0,63,38,0
A-new-portable-sampler-to-monitor-pollen-at-street-l_2020_Science-of-The-Tot,1,0.94545455,0.99168399,1,1,0.48372093,0.97222222,3,2,0,4,23,0
Analysis-of-the-unsteady-thermal-response-of-a-Li-ion-battery-pack_2021_Ener,1,0.93877551,0.99658412,1,1,0.66359447,0.95,8,7,0,0,60,0
Air-pollution-and-its-impact-on-the-concentration-of-airborne-fung_2020_Heli,0.98837209,0.94117647,0.99207921,1,1,0.50196078,0.96060606,1,0,0,4,36,0
Performance-investigation-of-zero-building-integrated-_2020_Alexandria-Engin,0.11009174,0.92682927,0.94601184,0,1,0,0.49561404,6,11,0,0,0,26
Design-of-solid-state-sodium-ion-batteries-with-high-mass-l_2021_Journal-of-,1,0.93023256,0.89369369,0.97777778,1,0.75,0,0,4,0,26,4,0
Li3N-film-modified-separator-with-homogenizatio_2021_Progress-in-Natural-Sci,0.04494382,0.93023256,0.89715536,1,1,0.65240642,0,2,3,0,0,0,38
Characterization-of-PEDOT-Quinone-conducting-redox-polyme_2019_Electrochemis,1,0.93877551,0.99779639,1,1,0.60240964,1,1,3,0,37,1,0
Exploring-acceptance-of-decentralised-energy-storage-at-househo_2020_Energy-,1,0.93617021,0.99770326,1,1,0.62337662,0,11,0,0,0,2,0
Characterization-of-carbon-felt-electrodes-for-vanadium-re_2019_Journal-of-E,1,0.92682927,0.99891186,1,1,0.68181818,0.99444444,4,4,0,20,1,0
Examining-energy-uncertainty-in-battery-bus_2021_Transportation-Research-Par,1,0.93023256,0.99906191,1,1,0.29931973,0,7,1,0,0,23,0
Cost-analysis-of-autonomous-battery-electric-field-tra_2021_Biosystems-Engin,0.97674419,0.95081967,0,0,0,0,0,0,0,10,0,0,60
A-Solvent-Controlled-Oxidation-Mechanism-of-Li2O2-in-Lithium-Oxyge_2018_Joul,0.76190476,0.93333333,0,0,1,0,0.3340868,0,5,0,0,0,95
Adaptive-surrogate-model-based-optimization-framework-appl_2020_Materials---,1,0.93877551,0.99148534,1,1,0.63663664,0.97727273,7,3,0,12,21,0
Optimal-Designing-and-Synthesis-of-a-Hybrid-PV-Fuel-cell-Wind_2020_Energy-Re,1,0.93023256,0.9984127,1,0,0.66089965,0.99074074,6,2,0,9,32,0
Promoting-polysulfides-redox-conversion-by-sulfur-deficient-Z_2021_Materials,0.68421053,0.93877551,0.86137148,0.96511628,1,0.74226804,0.95,2,6,0,42,1,0
Electrodeposited-cobalt-hydroxide-in-expanded-carbon-graphi_2020_Arabian-Jou,0.15714286,0.93617021,0.91743119,0,1,0,0.49509804,1,5,0,0,0,89
Synthesis-and-properties-of-single-crystal-Ni_2021_Transactions-of-Nonferrou,1,0.93877551,0,0,1,1,0,0,8,0,0,0,36
A-quantitative-framework-for-analysing-long-term-_2020_International-Journal,1,0.93023256,0.97269913,1,1,0.72340426,0.91129032,4,4,0,0,109,0
Commute-satisfaction--neighborhood-satisfaction--and-housin_2020_Travel-Beha,1,0.92682927,0.99928212,1,1,0.65800866,0.99509804,3,0,0,0,0,92
Effects-of-heat-stress-on-performance--blood-chemistry--and-hyp_2020_Poultry,1,0.92682927,0.6536548,0,1,0.22268041,0,2,3,0,4,23,0
How-solution-chemistry-affects-the-electrochemical-behavior-o_2020_Electroch,1,0.94545455,0.94978784,0.98591549,1,0.60240964,0.95,2,2,0,23,1,0
When-top-down-meets-bottom-up--Is-there-a-collaborati_2020_Energy-Research--,1,0.93333333,0.99927693,1,1,0.78835979,1,2,0,0,15,42,0
Conducting-polymer-composites-as-water-dispersible-elect_2020_Journal-of-Pow,1,0.93877551,0.99915038,1,1,0.63291139,1,4,1,0,18,45,0
A-durable-rechargeable-zinc-air-battery-via-self-su_2021_Journal-of-Alloys-a,0.8907563,0.94117647,0.99682035,1,1,0.6875,0.95,1,6,0,53,1,0
High-Energy-Density-Solid-Electrolyte-Based-Liquid-Li-S-and-Li-Se-_2020_Joul,1,0.93333333,0,0,1,0,0,0,5,0,0,0,32
Pig-farmers--willingness-to-recover-their-production-und_2020_Journal-of-Int,0.99090909,0.93877551,0.89265537,0.99337748,1,1,0.46825397,0,1,0,0,0,40
Influence-of-co-depositor-materials-and-modification-_2020_Sustainable-Energ,1,0.93333333,0.99900892,1,1,0.21428571,1,3,8,0,34,7,0
Separation-of-valuable-elements-from-NiMH-battery-_2020_Separation-and-Purif,1,0.93877551,0.99344501,1,1,0.63959391,0.97222222,8,8,0,0,0,41
Streamlining-the-implementation-process-of-urban-mobility-inno_2020_Transpor,1,0.93877551,0.40909091,1,0.85714286,0.67814114,0,1,0,0,0,0,33
A-Highly-Active-Oxygen-Evolution-Catalyst-for-Lithium-Oxygen-Batter_2018_Jou,1,0.93333333,0,0,1,0,0,0,3,0,0,0,72
Bridging-physics-based-and-equivalent-circuit-models-for-_2021_Electrochimic,1,0.94545455,0.99634236,1,1,0.38383838,0.95,6,4,0,17,0,0
2D-dynamic-phenomenological-modelling-of-vanadium-redox-flo_2020_Journal-of-,1,0.94339623,0.99911661,1,1,0.61068702,0,3,5,0,21,17,0
Computational-Screening-of-Cathode-Coatings-for-Solid-State-Batter_2019_Joul,1,0.93333333,0,0,1,0,0,2,7,0,0,0,115
Design-and-performance-analyses-of-a-_2020_Engineering-Science-and-Technolog,0.97196262,0.93617021,0.86521084,1,0.43243243,0.61132075,0.99766355,13,0,0,21,16,0
Policy-options-for-enhancing-economic-profitability-of-resident_2021_Applied,1,0.94339623,0.99929677,1,1,0.22058824,0,9,10,0,65,10,0
Optimization-and-operation-of-integrated-homes-with-pho_2019_Energy-Conversi,1,0.93333333,0.95162317,1,1,0.73846154,1,16,8,0,31,59,0
Prediction-of-overcharge-induced-serious-capacity-fading-in-n_2020_Journal-o,1,0.94339623,0.95866233,1,1,0.86597938,0,1,6,0,36,1,0
Pd-nanocluster-decorated-CoFe-composite-supported-on-nitrog_2020_Green-Energ,1,0.92682927,0.88673363,1,0,0,0,0,0,11,0,0,60
DREMUS--A-Data-Restricted-Multi-Physics-Simulation-Mode_2020_Journal-of-Ener,1,0.93023256,0.99770115,0,1,0.1302521,0,7,3,0,0,0,53
Solid-solution-nitride-carbon-nanotube-hybrids-enhance-el_2018_Energy-Storag,1,0.93023256,0.99676113,1,1,0.51485149,0.99444444,0,3,0,45,3,0
Self-consumption-and-self-sufficiency-for-household-solar-pro_2020_Renewable,0,0.93617021,0.36896762,1,1,0.30617284,0.99193548,0,7,0,36,1,0
Lowering-greenhouse-gas-emissions-in-the-built-environment-by_2018_Energy-an,1,0.93877551,0.99924528,1,1,0.31893688,0.94281046,4,4,0,80,1,0
Li-ion-batteries-for-peak-shaving--price-arbitrage--and-p_2021_Energy-Conver,1,0.94339623,0.9960086,1,1,0.38059701,0,14,1,0,41,47,0
Data-Driven-Safety-Envelope-of-Lithium-Ion-Batteries-for-Electric-_2019_Joul,1,0.93333333,0,0,1,0,0,1,4,0,0,0,40
Condemned-to-green--Accessibility-and-attractiveness-of-urban-gree_2020_Geof,1,0.94117647,0.96472663,1,1,0.53043478,0.98529412,3,1,0,8,76,0
The-carbon-footprint-of-island-grids-with-lithium-ion-_2021_Renewable-and-Su,1,0.93333333,0.99907493,1,1,0.38764045,0,7,4,0,0,0,46
Redox-flow-batteries-based-on-insoluble-redox-active-m_2021_Nano-Materials-S,0.97520661,0.93617021,0.624,0.96470588,1,0.91320755,0.99390244,5,5,0,22,55,0
Reducing-the-climate-change-impacts-of-lithium-ion-batteries-_2020_Journal-o,1,0.93023256,0.99584488,1,1,0.68926554,1,5,8,0,43,16,0
Economic-evaluation-of-operation-strategies-for-battery-s_2021_Journal-of-En,1,0.93023256,0.99879373,1,1,0.41295547,0,19,5,0,23,20,0
Achieving-High-Energy-Density-through-Increasing-the-Output-Voltage-_2019_Ch,0.99421965,0.93617021,0,0,1,0,0.26530612,0,6,0,0,0,52
High-loading-FeS2-nanoparticles-anchored-on-biomass-derived_2020_Green-Energ,0.2295082,0.92682927,0.88195387,0.99236641,1,0.78688525,0,2,4,0,0,67,0
Understanding-Full-Cell-Evolution-and-Non-chemical-Electrode-Crosst_2018_Jou,1,0.93333333,0,0,1,0,0,0,7,0,0,0,57
Polymeric-hollow-fibers--Uniform-temperature-of-Li-io_2019_Applied-Thermal-E,0.13186813,0.95384615,0.97130802,1,1,0.66202091,1,9,11,0,41,1,0
Features-and-incidence-of-thromboembolic-disease--A-com_2020_Saudi-Journal-o,1,0.93023256,0.84177215,1,1,1,0.99615385,0,0,0,3,26,0
Energy-performance-assessment-of-monocrystalline-and-polycrystall_2020_Energ,1,0.93023256,0.64439324,1,0,0.58201058,0.99074074,8,4,0,6,15,0
Characteristics-of-halide-oxidation-at-graphit_2019_Sustainable-Energy-Techn,1,0.93023256,0.24840183,1,1,0.12880143,0.99712644,4,8,0,26,1,0
Synthesis-and-experimental-investigation-of---MnO2-N_2021_Chemical-Engineeri,0.38961039,0.93333333,0.67647059,0.95867769,1,0.1981982,0.95,2,5,0,0,0,73
Assessing-governance-of-low-energy-green-building-innovation-in-_2020_Energy,1,0.93617021,0.99920509,1,1,0.45333333,0,2,2,0,0,0,49
Membranes-for-zinc-air-batteries--Recent-progress--cha_2020_Journal-of-Power,1,0.94339623,0.998778,1,1,0.60992908,0,4,3,0,119,117,0
Ultrathin-RuRh-Alloy-Nanosheets-Enable-High-Performance-Lithium-C_2020_Matte,0.94308943,0.93023256,0,0,0,0,0,0,0,6,0,0,51
Assessment-of-curtailed-wind-energy-potential-for-off-grid-applicat_2020_Ene,1,0.93877551,0.99405352,1,1,0.50909091,0.95,15,3,0,45,2,0
End-of-Life-Electric-Vehicle-Battery-Stock-Estimation-_2021_Resources--Conse,1,0.94545455,0,0,1,0.5826087,0,7,0,0,0,8,0
Aluminum-air-battery-with-cotton-substrate--Controlling-t_2021_Green-Energy-,1,0.92682927,0.90711962,1,0,0,0,0,0,8,0,0,41
Mechanical-and-hydrometallurgical-processes-in-HCl-med_2019_Resources--Conse,1,0.94339623,0.99422799,1,1,0.66176471,0.984375,9,0,0,0,0,45
Mechanochemically-synthesized-Cu3P-C-composites-as-a-con_2020_Journal-of-Pow,0.42253521,0.93877551,0.84160305,0.99186992,1,0.57352941,1,0,4,0,1,48,0
Inhibiting-Polysulfide-Shuttling-with-a-Graphene-Composite-Separato_2018_Jou,0.98461538,0.93333333,0,0,1,0,0,0,4,0,0,0,35
Effective-regeneration-of-high-performance-anode-material-re_2020_Green-Ener,0.9106383,0.92682927,0.88861589,1,0,0,0,0,0,7,0,0,59
